eid,subject
2-s2.0-85089549924,medicine
2-s2.0-85199244373,veterinary
2-s2.0-85096611163,engineering
2-s2.0-85096611163,materials science
2-s2.0-85074046979,engineering
2-s2.0-85074046979,materials science
2-s2.0-85074046979,physics and astronomy
2-s2.0-85097490083,earth and planetary sciences
2-s2.0-85097490083,engineering
2-s2.0-85091108062,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85097865151,agricultural & biological sciences
2-s2.0-85096927134,"biochemistry, genetics & molecular biology"
2-s2.0-85096927134,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85078757531,"biochemistry, genetics & molecular biology"
2-s2.0-85089619714,medicine
2-s2.0-85089619714,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85104608791,"business, management and accounting"
2-s2.0-85104608791,decision sciences
2-s2.0-85086587961,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85088291675,agricultural & biological sciences
2-s2.0-85088291675,nursing
2-s2.0-85099168667,health professions
2-s2.0-85099168667,medicine
2-s2.0-85099168667,nursing
2-s2.0-85080839806,medicine
2-s2.0-85081083514,computer science
2-s2.0-85081083514,engineering
2-s2.0-85081083514,materials science
2-s2.0-85086268247,immunology and microbiology
2-s2.0-85086268247,medicine
2-s2.0-85086268247,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85098157764,engineering
2-s2.0-85087070355,dentistry
2-s2.0-85087070355,medicine
2-s2.0-85083989705,medicine
2-s2.0-85086875424,computer science
2-s2.0-85086875424,engineering
2-s2.0-85086875424,mathematics
2-s2.0-85078415481,engineering
2-s2.0-85093930704,computer science
2-s2.0-85093930704,engineering
2-s2.0-85150930664,"biochemistry, genetics & molecular biology"
2-s2.0-85150930664,medicine
2-s2.0-85072987642,computer science
2-s2.0-85072987642,decision sciences
2-s2.0-85072987642,engineering
2-s2.0-85072987642,mathematics
2-s2.0-85083095754,medicine
2-s2.0-85074420340,"biochemistry, genetics & molecular biology"
2-s2.0-85074420340,medicine
2-s2.0-85074420340,neuroscience
2-s2.0-85086125912,computer science
2-s2.0-85086125912,decision sciences
2-s2.0-85086125912,social sciences
2-s2.0-85087205311,mathematics
2-s2.0-85087205311,physics and astronomy
2-s2.0-85083202873,medicine
2-s2.0-85077451587,medicine
2-s2.0-85096880450,chemical engineering
2-s2.0-85096880450,engineering
2-s2.0-85096880450,physics and astronomy
2-s2.0-85092251109,medicine
2-s2.0-85095733596,engineering
2-s2.0-85095733596,physics and astronomy
2-s2.0-85099144733,health professions
2-s2.0-85099144733,medicine
2-s2.0-85099144733,nursing
2-s2.0-85090509096,immunology and microbiology
2-s2.0-85090509096,medicine
2-s2.0-85090509096,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85099004574,health professions
2-s2.0-85099004574,medicine
2-s2.0-85099004574,nursing
2-s2.0-85079358819,"biochemistry, genetics & molecular biology"
2-s2.0-85079358819,medicine
2-s2.0-85079358819,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85082105901,agricultural & biological sciences
2-s2.0-85082105901,environmental science
2-s2.0-85082105901,medicine
2-s2.0-85088629905,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85090206263,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85086328334,chemical engineering
2-s2.0-85086328334,engineering
2-s2.0-85086328334,materials science
2-s2.0-85086328334,medicine
2-s2.0-85086328334,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85099167782,health professions
2-s2.0-85099167782,medicine
2-s2.0-85099167782,nursing
2-s2.0-85083190642,"biochemistry, genetics & molecular biology"
2-s2.0-85083190642,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85085648211,immunology and microbiology
2-s2.0-85085648211,medicine
2-s2.0-85085648211,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85078562442,agricultural & biological sciences
2-s2.0-85078562442,environmental science
2-s2.0-85083160646,mathematics
2-s2.0-85083160646,physics and astronomy
2-s2.0-85075439309,"biochemistry, genetics & molecular biology"
2-s2.0-85075439309,chemistry
2-s2.0-85075439309,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85082794187,medicine
2-s2.0-85082794187,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85098640986,medicine
2-s2.0-85090603161,"biochemistry, genetics & molecular biology"
2-s2.0-85090603161,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85078273174,medicine
2-s2.0-85099156476,health professions
2-s2.0-85099156476,medicine
2-s2.0-85099156476,nursing
2-s2.0-85088931452,medicine
2-s2.0-85073694396,"biochemistry, genetics & molecular biology"
2-s2.0-85073694396,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85086398086,"biochemistry, genetics & molecular biology"
2-s2.0-85086398086,medicine
2-s2.0-85092323825,social sciences
2-s2.0-85078725798,materials science
2-s2.0-85076783784,mathematics
2-s2.0-85092666171,mathematics
2-s2.0-85083101016,mathematics
2-s2.0-85078868450,medicine
2-s2.0-85087427051,agricultural & biological sciences
2-s2.0-85082676457,engineering
2-s2.0-85082676457,materials science
2-s2.0-85097137979,engineering
2-s2.0-85078252083,engineering
2-s2.0-85078252083,materials science
2-s2.0-85089448385,engineering
2-s2.0-85089448385,mathematics
2-s2.0-85087830002,computer science
2-s2.0-85087830002,engineering
2-s2.0-85087830002,materials science
2-s2.0-85090299460,medicine
2-s2.0-85076218778,environmental science
2-s2.0-85076218778,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85092512392,chemical engineering
2-s2.0-85099376107,earth and planetary sciences
2-s2.0-85102792693,computer science
2-s2.0-85102792693,engineering
2-s2.0-85102792693,materials science
2-s2.0-85076523131,chemistry
2-s2.0-85076523131,materials science
2-s2.0-85076523131,physics and astronomy
2-s2.0-85089746045,engineering
2-s2.0-85089746045,mathematics
2-s2.0-85082690499,computer science
2-s2.0-85082690499,engineering
2-s2.0-85082690499,materials science
2-s2.0-85074629680,energy
2-s2.0-85081032712,engineering
2-s2.0-85072577981,chemical engineering
2-s2.0-85072577981,chemistry
2-s2.0-85072577981,energy
2-s2.0-85074105785,"biochemistry, genetics & molecular biology"
2-s2.0-85089246729,computer science
2-s2.0-85089246729,engineering
2-s2.0-85089246729,materials science
2-s2.0-85082801117,engineering
2-s2.0-85097169582,computer science
2-s2.0-85097169582,engineering
2-s2.0-85097169582,materials science
2-s2.0-85097169582,mathematics
2-s2.0-85081590011,veterinary
2-s2.0-85081957245,engineering
2-s2.0-85081957245,mathematics
2-s2.0-85098189620,mathematics
2-s2.0-85067822610,chemistry
2-s2.0-85067822610,physics and astronomy
2-s2.0-85084219737,veterinary
2-s2.0-85078511786,medicine
2-s2.0-85077561127,engineering
2-s2.0-85077561127,environmental science
2-s2.0-85087941917,mathematics
2-s2.0-85075968413,unknown
2-s2.0-85076219501,chemistry
2-s2.0-85076219501,materials science
2-s2.0-85076219501,physics and astronomy
2-s2.0-85102171931,engineering
2-s2.0-85102171931,materials science
2-s2.0-85102171931,physics and astronomy
2-s2.0-85084922823,computer science
2-s2.0-85084922823,engineering
2-s2.0-85084922823,materials science
2-s2.0-85086645937,medicine
2-s2.0-85090565616,agricultural & biological sciences
2-s2.0-85146802875,"biochemistry, genetics & molecular biology"
2-s2.0-85146802875,chemical engineering
2-s2.0-85121920078,engineering
2-s2.0-85121920078,mathematics
2-s2.0-85121920078,multidisciplinary
2-s2.0-85121968458,engineering
2-s2.0-85121968458,mathematics
2-s2.0-85121968458,multidisciplinary
2-s2.0-85115241439,engineering
2-s2.0-85118854675,computer science
2-s2.0-85122429985,"biochemistry, genetics & molecular biology"
2-s2.0-85122426641,"biochemistry, genetics & molecular biology"
2-s2.0-85122426641,medicine
2-s2.0-85123715135,computer science
2-s2.0-85123715135,mathematics
2-s2.0-85122254391,"biochemistry, genetics & molecular biology"
2-s2.0-85122254391,medicine
2-s2.0-85121225393,chemistry
2-s2.0-85121225393,engineering
2-s2.0-85121225393,materials science
2-s2.0-85121225393,medicine
2-s2.0-85121831574,chemical engineering
2-s2.0-85121831574,chemistry
2-s2.0-85118499017,chemistry
2-s2.0-85118499017,materials science
2-s2.0-85118499017,physics and astronomy
2-s2.0-85121854682,physics and astronomy
2-s2.0-85122323238,computer science
2-s2.0-85128652661,unknown
2-s2.0-85115306788,environmental science
2-s2.0-85121620841,immunology and microbiology
2-s2.0-85121620841,medicine
2-s2.0-85121689839,immunology and microbiology
2-s2.0-85121689839,medicine
2-s2.0-85121625017,immunology and microbiology
2-s2.0-85121625017,medicine
2-s2.0-85118776569,chemical engineering
2-s2.0-85118776569,chemistry
2-s2.0-85214787087,immunology and microbiology
2-s2.0-85214787087,medicine
2-s2.0-85118846465,chemical engineering
2-s2.0-85118846465,chemistry
2-s2.0-85118846465,environmental science
2-s2.0-85118846465,medicine
2-s2.0-85118846465,physics and astronomy
2-s2.0-85115229276,materials science
2-s2.0-85114338638,agricultural & biological sciences
2-s2.0-85112453699,"biochemistry, genetics & molecular biology"
2-s2.0-85113719619,chemistry
2-s2.0-85113719619,materials science
2-s2.0-85120849358,chemistry
2-s2.0-85120849358,computer science
2-s2.0-85109266053,chemistry
2-s2.0-85109266053,computer science
2-s2.0-85109266053,engineering
2-s2.0-85109266053,materials science
2-s2.0-85109266053,physics and astronomy
2-s2.0-85118753582,"biochemistry, genetics & molecular biology"
2-s2.0-85111286228,chemical engineering
2-s2.0-85111286228,chemistry
2-s2.0-85111286228,energy
2-s2.0-85123219991,mathematics
2-s2.0-85123219991,physics and astronomy
2-s2.0-85110900468,multidisciplinary
2-s2.0-85104646939,nursing
2-s2.0-85099090857,earth and planetary sciences
2-s2.0-85099090857,engineering
2-s2.0-85108164332,medicine
2-s2.0-85109018995,agricultural & biological sciences
2-s2.0-85109018995,"biochemistry, genetics & molecular biology"
2-s2.0-85109018995,energy
2-s2.0-85109018995,engineering
2-s2.0-85116821054,medicine
2-s2.0-85116545810,"biochemistry, genetics & molecular biology"
2-s2.0-85105048341,agricultural & biological sciences
2-s2.0-85105048341,"biochemistry, genetics & molecular biology"
2-s2.0-85122654691,"biochemistry, genetics & molecular biology"
2-s2.0-85121727370,multidisciplinary
2-s2.0-85112148517,"biochemistry, genetics & molecular biology"
2-s2.0-85112148517,chemistry
2-s2.0-85112148517,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85107365532,medicine
2-s2.0-85107365532,nursing
2-s2.0-85107603987,medicine
2-s2.0-85116727885,medicine
2-s2.0-85106654261,medicine
2-s2.0-85122081876,multidisciplinary
2-s2.0-85111525151,environmental science
2-s2.0-85104155515,"economics, econometrics and finance"
2-s2.0-85104155515,environmental science
2-s2.0-85104155515,social sciences
2-s2.0-85118560345,engineering
2-s2.0-85118560345,materials science
2-s2.0-85118560345,physics and astronomy
2-s2.0-85119986562,"biochemistry, genetics & molecular biology"
2-s2.0-85119986562,medicine
2-s2.0-85120079040,"biochemistry, genetics & molecular biology"
2-s2.0-85120079040,chemical engineering
2-s2.0-85120079040,chemistry
2-s2.0-85120079040,computer science
2-s2.0-85104560593,medicine
2-s2.0-85101571671,multidisciplinary
2-s2.0-85116944879,computer science
2-s2.0-85116944879,engineering
2-s2.0-85101029085,medicine
2-s2.0-85115306473,medicine
2-s2.0-85105337842,computer science
2-s2.0-85105337842,mathematics
2-s2.0-85106316899,computer science
2-s2.0-85106316899,mathematics
2-s2.0-85113143114,chemistry
2-s2.0-85113143114,computer science
2-s2.0-85113143114,engineering
2-s2.0-85113143114,materials science
2-s2.0-85113143114,mathematics
2-s2.0-85113143114,physics and astronomy
2-s2.0-85091736355,engineering
2-s2.0-85091736355,health professions
2-s2.0-85091736355,medicine
2-s2.0-85107795001,medicine
2-s2.0-85107795001,psychology
2-s2.0-85109344102,chemistry
2-s2.0-85109344102,computer science
2-s2.0-85109344102,engineering
2-s2.0-85109344102,materials science
2-s2.0-85109344102,physics and astronomy
2-s2.0-85103102608,"biochemistry, genetics & molecular biology"
2-s2.0-85103102608,medicine
2-s2.0-85112369597,environmental science
2-s2.0-85116078126,agricultural & biological sciences
2-s2.0-85116078126,"biochemistry, genetics & molecular biology"
2-s2.0-85120090222,multidisciplinary
2-s2.0-85117168909,multidisciplinary
2-s2.0-85099343336,environmental science
2-s2.0-85116624461,chemical engineering
2-s2.0-85116624461,engineering
2-s2.0-85116624461,environmental science
2-s2.0-85111536450,computer science
2-s2.0-85111536450,mathematics
2-s2.0-85101881912,mathematics
2-s2.0-85103537998,"biochemistry, genetics & molecular biology"
2-s2.0-85103537998,medicine
2-s2.0-85112666423,"biochemistry, genetics & molecular biology"
2-s2.0-85112666423,medicine
2-s2.0-85112384165,earth and planetary sciences
2-s2.0-85117420824,earth and planetary sciences
2-s2.0-85105878406,engineering
2-s2.0-85105878406,environmental science
2-s2.0-85121295252,computer science
2-s2.0-85121295252,engineering
2-s2.0-85121295252,mathematics
2-s2.0-85121451384,agricultural & biological sciences
2-s2.0-85121451384,health professions
2-s2.0-85121451384,immunology and microbiology
2-s2.0-85121451384,social sciences
2-s2.0-85106736285,"biochemistry, genetics & molecular biology"
2-s2.0-85106736285,medicine
2-s2.0-85119626902,chemical engineering
2-s2.0-85119626902,engineering
2-s2.0-85117257444,physics and astronomy
2-s2.0-85118489769,engineering
2-s2.0-85118489769,materials science
2-s2.0-85119902362,chemical engineering
2-s2.0-85119902362,materials science
2-s2.0-85105816243,multidisciplinary
2-s2.0-85123524570,"economics, econometrics and finance"
2-s2.0-85123524570,social sciences
2-s2.0-85114134796,earth and planetary sciences
2-s2.0-85121602719,engineering
2-s2.0-85120866142,energy
2-s2.0-85120866142,engineering
2-s2.0-85104580508,immunology and microbiology
2-s2.0-85104580508,medicine
2-s2.0-85121577192,agricultural & biological sciences
2-s2.0-85107756493,computer science
2-s2.0-85107756493,engineering
2-s2.0-85121267353,"biochemistry, genetics & molecular biology"
2-s2.0-85121267353,medicine
2-s2.0-85121233698,immunology and microbiology
2-s2.0-85121233698,medicine
2-s2.0-85115233462,"business, management and accounting"
2-s2.0-85115233462,computer science
2-s2.0-85115233462,decision sciences
2-s2.0-85111526156,medicine
2-s2.0-85111526156,psychology
2-s2.0-85111526156,social sciences
2-s2.0-85107844392,medicine
2-s2.0-85107844392,psychology
2-s2.0-85107844392,social sciences
2-s2.0-85120740059,social sciences
2-s2.0-85120684930,"biochemistry, genetics & molecular biology"
2-s2.0-85120684930,neuroscience
2-s2.0-85120468543,unknown
2-s2.0-85112581331,agricultural & biological sciences
2-s2.0-85115259921,agricultural & biological sciences
2-s2.0-85109982242,chemical engineering
2-s2.0-85109982242,chemistry
2-s2.0-85109982242,energy
2-s2.0-85100065751,"business, management and accounting"
2-s2.0-85100065751,computer science
2-s2.0-85100065751,decision sciences
2-s2.0-85100065751,social sciences
2-s2.0-85120571480,medicine
2-s2.0-85114993606,"biochemistry, genetics & molecular biology"
2-s2.0-85114993606,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85118792220,chemistry
2-s2.0-85118792220,materials science
2-s2.0-85118792220,physics and astronomy
2-s2.0-85118613110,chemistry
2-s2.0-85118613110,physics and astronomy
2-s2.0-85120461605,unknown
2-s2.0-85120426074,immunology and microbiology
2-s2.0-85120426074,medicine
2-s2.0-85114455424,computer science
2-s2.0-85114455424,engineering
2-s2.0-85119441231,"biochemistry, genetics & molecular biology"
2-s2.0-85119441231,medicine
2-s2.0-85113237719,chemical engineering
2-s2.0-85113237719,energy
2-s2.0-85113237719,engineering
2-s2.0-85119624236,"biochemistry, genetics & molecular biology"
2-s2.0-85119624236,chemistry
2-s2.0-85119624236,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85118596396,energy
2-s2.0-85105246819,energy
2-s2.0-85109580792,engineering
2-s2.0-85112095623,mathematics
2-s2.0-85112095623,physics and astronomy
2-s2.0-85119889053,materials science
2-s2.0-85107570436,energy
2-s2.0-85107570436,engineering
2-s2.0-85114040112,veterinary
2-s2.0-85105955408,energy
2-s2.0-85115060493,earth and planetary sciences
2-s2.0-85115060493,energy
2-s2.0-85116797985,"biochemistry, genetics & molecular biology"
2-s2.0-85108974636,chemistry
2-s2.0-85114146973,chemistry
2-s2.0-85114146973,materials science
2-s2.0-85114146973,physics and astronomy
2-s2.0-85118249238,chemical engineering
2-s2.0-85118249238,chemistry
2-s2.0-85118249238,computer science
2-s2.0-85120412029,chemical engineering
2-s2.0-85120412029,chemistry
2-s2.0-85119685568,materials science
2-s2.0-85115741961,chemistry
2-s2.0-85115741961,materials science
2-s2.0-85114335987,"biochemistry, genetics & molecular biology"
2-s2.0-85114335987,chemistry
2-s2.0-85114335987,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85112855831,engineering
