eid,country
2-s2.0-105002271882,tunisia
2-s2.0-105002133545,algeria
2-s2.0-105002133545,tunisia
2-s2.0-105019890923,algeria
2-s2.0-105019890923,tunisia
2-s2.0-105001359071,algeria
2-s2.0-105001359071,tunisia
2-s2.0-105014524399,algeria
2-s2.0-105014524399,tunisia
2-s2.0-105003631018,algeria
2-s2.0-105003631018,tunisia
2-s2.0-105020718069,algeria
2-s2.0-105020718069,tunisia
2-s2.0-105000148763,algeria
2-s2.0-105000148763,tunisia
2-s2.0-85210585366,algeria
2-s2.0-85210585366,tunisia
2-s2.0-105025847758,algeria
2-s2.0-105025847758,tunisia
2-s2.0-105009399967,algeria
2-s2.0-105009399967,tunisia
2-s2.0-105011454959,algeria
2-s2.0-105011454959,tunisia
2-s2.0-105000292950,algeria
2-s2.0-105000292950,tunisia
2-s2.0-105010613672,algeria
2-s2.0-105010613672,tunisia
2-s2.0-85219213033,algeria
2-s2.0-85219213033,tunisia
2-s2.0-105026495317,algeria
2-s2.0-105026495317,tunisia
2-s2.0-105018907329,algeria
2-s2.0-105018907329,tunisia
2-s2.0-105002643661,algeria
2-s2.0-105002643661,tunisia
2-s2.0-105011457667,algeria
2-s2.0-105011457667,tunisia
2-s2.0-85216722655,algeria
2-s2.0-85216722655,tunisia
2-s2.0-85199366261,algeria
2-s2.0-85199366261,tunisia
2-s2.0-85192815633,algeria
2-s2.0-85192815633,tunisia
2-s2.0-105005936556,algeria
2-s2.0-105005936556,tunisia
2-s2.0-105019515091,algeria
2-s2.0-105019515091,tunisia
2-s2.0-105010612657,algeria
2-s2.0-105010612657,tunisia
2-s2.0-85217553219,algeria
2-s2.0-85217553219,tunisia
2-s2.0-105017300650,algeria
2-s2.0-105017300650,tunisia
2-s2.0-105008785649,algeria
2-s2.0-105008785649,tunisia
2-s2.0-105025865335,algeria
2-s2.0-105025865335,tunisia
2-s2.0-105002042181,algeria
2-s2.0-105002042181,tunisia
2-s2.0-105014847634,algeria
2-s2.0-105014847634,tunisia
2-s2.0-105018914164,algeria
2-s2.0-105018914164,tunisia
2-s2.0-105009948434,algeria
2-s2.0-105009948434,tunisia
2-s2.0-105007287061,algeria
2-s2.0-105007287061,tunisia
2-s2.0-105024804762,algeria
2-s2.0-105024804762,tunisia
2-s2.0-105009545559,algeria
2-s2.0-105009545559,tunisia
2-s2.0-105023503469,algeria
2-s2.0-105023503469,tunisia
2-s2.0-85169538228,algeria
2-s2.0-85169538228,tunisia
2-s2.0-105010184776,algeria
2-s2.0-105010184776,tunisia
2-s2.0-105017314946,algeria
2-s2.0-105017314946,tunisia
2-s2.0-85180211524,algeria
2-s2.0-85180211524,tunisia
2-s2.0-105023902613,algeria
2-s2.0-105023902613,tunisia
2-s2.0-85202937256,algeria
2-s2.0-85202937256,tunisia
2-s2.0-105022486679,algeria
2-s2.0-105022486679,tunisia
2-s2.0-105015138826,algeria
2-s2.0-105015138826,tunisia
2-s2.0-105025986348,algeria
2-s2.0-105025986348,tunisia
2-s2.0-105015566420,algeria
2-s2.0-105015566420,tunisia
2-s2.0-105001677042,algeria
2-s2.0-105001677042,tunisia
2-s2.0-105017960433,algeria
2-s2.0-105017960433,tunisia
2-s2.0-105017162317,algeria
2-s2.0-105017162317,tunisia
2-s2.0-85113733771,algeria
2-s2.0-85113733771,tunisia
2-s2.0-85113733771,turkey
2-s2.0-85194701909,algeria
2-s2.0-85194701909,tunisia
2-s2.0-105008445779,algeria
2-s2.0-105008445779,tunisia
2-s2.0-105004696105,algeria
2-s2.0-105004696105,tunisia
2-s2.0-105021587131,algeria
2-s2.0-105021587131,tunisia
2-s2.0-85213217574,algeria
2-s2.0-85213217574,tunisia
2-s2.0-105026950760,algeria
2-s2.0-105026950760,tunisia
2-s2.0-105010505910,algeria
2-s2.0-105010505910,tunisia
2-s2.0-105022739057,algeria
2-s2.0-105022739057,tunisia
2-s2.0-105025236884,algeria
2-s2.0-105025236884,tunisia
2-s2.0-85212927657,algeria
2-s2.0-85212927657,tunisia
2-s2.0-105013034662,algeria
2-s2.0-105013034662,france
2-s2.0-105013034662,tunisia
2-s2.0-105024185128,algeria
2-s2.0-105024185128,tunisia
2-s2.0-85215759963,algeria
2-s2.0-85215759963,tunisia
2-s2.0-105008830092,algeria
2-s2.0-105008830092,tunisia
2-s2.0-105024675613,algeria
2-s2.0-105024675613,tunisia
2-s2.0-105001420334,algeria
2-s2.0-105001420334,tunisia
2-s2.0-105004666938,algeria
2-s2.0-105004666938,tunisia
2-s2.0-105019726235,algeria
2-s2.0-105019726235,tunisia
2-s2.0-105022038743,algeria
2-s2.0-105022038743,italy
2-s2.0-105022038743,tunisia
2-s2.0-105007283516,algeria
2-s2.0-105007283516,tunisia
2-s2.0-85207262021,algeria
2-s2.0-85207262021,tunisia
2-s2.0-105010215190,algeria
2-s2.0-105010215190,tunisia
2-s2.0-105001958985,algeria
2-s2.0-105001958985,tunisia
2-s2.0-85219507244,algeria
2-s2.0-85219507244,tunisia
2-s2.0-105007282729,algeria
2-s2.0-105007282729,tunisia
2-s2.0-105019676919,algeria
2-s2.0-105019676919,tunisia
2-s2.0-105022238712,algeria
2-s2.0-105022238712,tunisia
2-s2.0-105014520501,algeria
2-s2.0-105014520501,tunisia
2-s2.0-85202521800,algeria
2-s2.0-85202521800,tunisia
2-s2.0-105023565471,algeria
2-s2.0-105023565471,tunisia
2-s2.0-105019258022,algeria
2-s2.0-105019258022,tunisia
2-s2.0-105010915069,algeria
2-s2.0-105010915069,tunisia
2-s2.0-85203877544,algeria
2-s2.0-85203877544,tunisia
2-s2.0-85203877544,turkey
2-s2.0-85205271125,algeria
2-s2.0-85205271125,france
2-s2.0-85205271125,tunisia
2-s2.0-105002131580,algeria
2-s2.0-105002131580,tunisia
2-s2.0-105002131580,united arab emirates
2-s2.0-105002152958,algeria
2-s2.0-105002152958,tunisia
2-s2.0-105002152958,united arab emirates
2-s2.0-85214438000,algeria
2-s2.0-85214438000,france
2-s2.0-85214438000,tunisia
2-s2.0-105008975520,algeria
2-s2.0-105008975520,italy
2-s2.0-105008975520,tunisia
2-s2.0-105024180591,algeria
2-s2.0-105024180591,tunisia
2-s2.0-105025441009,algeria
2-s2.0-105025441009,india
2-s2.0-105025441009,tunisia
2-s2.0-105025441009,turkey
2-s2.0-105025441009,united kingdom
2-s2.0-105023921541,algeria
2-s2.0-105023921541,tunisia
2-s2.0-105023921541,united arab emirates
2-s2.0-105007042751,algeria
2-s2.0-105007042751,tunisia
2-s2.0-105008674737,algeria
2-s2.0-105008674737,france
2-s2.0-105008674737,tunisia
2-s2.0-105000290319,algeria
2-s2.0-105000290319,france
2-s2.0-105000290319,tunisia
2-s2.0-0037454677,algeria
2-s2.0-0037454677,united arab emirates
2-s2.0-2942682887,algeria
2-s2.0-2942682887,united arab emirates
2-s2.0-3042687526,algeria
2-s2.0-3042687526,united arab emirates
2-s2.0-84904045055,algeria
2-s2.0-84904045055,united arab emirates
2-s2.0-27744550499,algeria
2-s2.0-27744550499,united arab emirates
2-s2.0-32044471563,algeria
2-s2.0-32044471563,united arab emirates
2-s2.0-33746850812,algeria
2-s2.0-33746850812,france
2-s2.0-33746850812,united arab emirates
2-s2.0-27744589191,algeria
2-s2.0-27744589191,united arab emirates
2-s2.0-30544443674,algeria
2-s2.0-30544443674,united arab emirates
2-s2.0-27544510757,algeria
2-s2.0-27544510757,united arab emirates
2-s2.0-31944441085,algeria
2-s2.0-31944441085,united arab emirates
2-s2.0-15244344009,algeria
2-s2.0-15244344009,belgium
2-s2.0-15244344009,united arab emirates
2-s2.0-33746576217,algeria
2-s2.0-33746576217,united arab emirates
2-s2.0-79851502542,algeria
2-s2.0-79851502542,united arab emirates
2-s2.0-84862592283,algeria
2-s2.0-84862592283,united arab emirates
2-s2.0-84872401317,algeria
2-s2.0-84872401317,united arab emirates
2-s2.0-84872410346,algeria
2-s2.0-84872410346,united arab emirates
2-s2.0-33751118805,algeria
2-s2.0-33751118805,canada
2-s2.0-33751118805,united arab emirates
2-s2.0-33751034093,algeria
2-s2.0-33751034093,united arab emirates
2-s2.0-33750920103,algeria
2-s2.0-33750920103,united arab emirates
2-s2.0-33646141380,algeria
2-s2.0-33646141380,united arab emirates
2-s2.0-33745500714,algeria
2-s2.0-33745500714,united arab emirates
2-s2.0-33745025735,algeria
2-s2.0-33745025735,united arab emirates
2-s2.0-32644435353,algeria
2-s2.0-32644435353,united arab emirates
2-s2.0-79961111422,algeria
2-s2.0-79961111422,united arab emirates
2-s2.0-33645506468,algeria
2-s2.0-33645506468,united arab emirates
2-s2.0-38849181060,algeria
2-s2.0-38849181060,united arab emirates
2-s2.0-60349114751,algeria
2-s2.0-60349114751,united arab emirates
2-s2.0-60349111234,algeria
2-s2.0-60349111234,united arab emirates
2-s2.0-51549118147,algeria
2-s2.0-51549118147,united arab emirates
2-s2.0-60349103504,algeria
2-s2.0-60349103504,united arab emirates
2-s2.0-51549111064,algeria
2-s2.0-51549111064,united arab emirates
2-s2.0-60349085787,algeria
2-s2.0-60349085787,united arab emirates
2-s2.0-60349132136,algeria
2-s2.0-60349132136,united arab emirates
2-s2.0-33847241867,algeria
2-s2.0-33847241867,united arab emirates
2-s2.0-34147106508,algeria
2-s2.0-34147106508,united arab emirates
2-s2.0-33947720644,algeria
2-s2.0-33947720644,united arab emirates
2-s2.0-34147167691,algeria
2-s2.0-34147167691,united arab emirates
2-s2.0-34548272530,algeria
2-s2.0-34548272530,united arab emirates
2-s2.0-50249086511,algeria
2-s2.0-50249086511,united arab emirates
2-s2.0-56949104558,algeria
2-s2.0-56949104558,united arab emirates
2-s2.0-56949106073,algeria
2-s2.0-56949106073,united arab emirates
2-s2.0-84863734390,algeria
2-s2.0-84863734390,united arab emirates
2-s2.0-61849110381,algeria
2-s2.0-61849110381,united arab emirates
2-s2.0-56649109816,algeria
2-s2.0-56649109816,united arab emirates
2-s2.0-56649114480,algeria
2-s2.0-56649114480,united arab emirates
2-s2.0-51649119623,algeria
2-s2.0-51649119623,united arab emirates
2-s2.0-52349091808,algeria
2-s2.0-52349091808,united arab emirates
2-s2.0-49149111298,algeria
2-s2.0-49149111298,united arab emirates
2-s2.0-45849121358,algeria
2-s2.0-45849121358,united arab emirates
2-s2.0-43749091921,algeria
2-s2.0-43749091921,united arab emirates
2-s2.0-41949117014,algeria
2-s2.0-41949117014,united arab emirates
2-s2.0-55649099629,algeria
2-s2.0-55649099629,united arab emirates
2-s2.0-46749150170,algeria
2-s2.0-46749150170,united arab emirates
2-s2.0-76449096353,algeria
2-s2.0-76449096353,united arab emirates
2-s2.0-77954275772,algeria
2-s2.0-77954275772,united arab emirates
2-s2.0-70350620075,algeria
2-s2.0-70350620075,united arab emirates
2-s2.0-77954261795,algeria
2-s2.0-77954261795,united arab emirates
2-s2.0-105013726273,algeria
2-s2.0-105013726273,united arab emirates
2-s2.0-77950659240,algeria
2-s2.0-77950659240,united arab emirates
2-s2.0-77952816411,algeria
2-s2.0-77952816411,united arab emirates
2-s2.0-77952795634,algeria
2-s2.0-77952795634,united arab emirates
2-s2.0-70350786380,algeria
2-s2.0-70350786380,united arab emirates
2-s2.0-77952849218,algeria
2-s2.0-77952849218,united arab emirates
2-s2.0-84890080612,algeria
2-s2.0-84890080612,united arab emirates
2-s2.0-77749329030,algeria
2-s2.0-77749329030,united arab emirates
2-s2.0-77952526610,algeria
2-s2.0-77952526610,united arab emirates
2-s2.0-71049180388,algeria
2-s2.0-71049180388,united arab emirates
2-s2.0-70350516371,algeria
2-s2.0-70350516371,united arab emirates
2-s2.0-65649120362,algeria
2-s2.0-65649120362,united arab emirates
2-s2.0-65649134292,algeria
2-s2.0-65649134292,united arab emirates
2-s2.0-59649099277,algeria
2-s2.0-59649099277,united arab emirates
2-s2.0-61549135698,algeria
2-s2.0-61549135698,united arab emirates
2-s2.0-60149111547,algeria
2-s2.0-60149111547,united arab emirates
2-s2.0-58249132503,algeria
2-s2.0-58249132503,united arab emirates
2-s2.0-77349102745,algeria
2-s2.0-77349102745,united arab emirates
2-s2.0-77955097358,algeria
2-s2.0-77955097358,united arab emirates
2-s2.0-56049105863,algeria
2-s2.0-56049105863,united arab emirates
2-s2.0-78649258472,algeria
2-s2.0-78649258472,united arab emirates
2-s2.0-84969238049,algeria
2-s2.0-84969238049,united arab emirates
2-s2.0-79952838530,algeria
2-s2.0-79952838530,united arab emirates
2-s2.0-78650639240,algeria
2-s2.0-78650639240,united arab emirates
2-s2.0-78651294125,algeria
2-s2.0-78651294125,united arab emirates
2-s2.0-79955984050,algeria
2-s2.0-79955984050,united arab emirates
2-s2.0-79952027593,algeria
2-s2.0-79952027593,united arab emirates
2-s2.0-84885884985,algeria
2-s2.0-84885884985,united arab emirates
2-s2.0-78149260803,algeria
2-s2.0-78149260803,united arab emirates
2-s2.0-78149256545,algeria
2-s2.0-78149256545,united arab emirates
2-s2.0-77956908113,algeria
2-s2.0-77956908113,united arab emirates
2-s2.0-77952571670,algeria
2-s2.0-77952571670,united arab emirates
2-s2.0-77952004338,algeria
2-s2.0-77952004338,united arab emirates
2-s2.0-77950144496,algeria
2-s2.0-77950144496,saudi arabia
2-s2.0-77950144496,united arab emirates
2-s2.0-77749240354,algeria
2-s2.0-77749240354,united arab emirates
2-s2.0-76449109352,algeria
2-s2.0-76449109352,united arab emirates
2-s2.0-70350622311,algeria
2-s2.0-70350622311,united arab emirates
2-s2.0-77957951505,algeria
2-s2.0-77957951505,saudi arabia
2-s2.0-77957951505,united arab emirates
2-s2.0-77951194679,algeria
2-s2.0-77951194679,united arab emirates
2-s2.0-84974778225,algeria
2-s2.0-84974778225,united arab emirates
2-s2.0-77952472245,algeria
2-s2.0-77952472245,united arab emirates
2-s2.0-78951474758,algeria
2-s2.0-78951474758,united arab emirates
2-s2.0-84878225783,algeria
2-s2.0-84878225783,united arab emirates
2-s2.0-84855431351,algeria
2-s2.0-84855431351,united arab emirates
2-s2.0-84860389202,algeria
2-s2.0-84860389202,united arab emirates
2-s2.0-84856727935,algeria
2-s2.0-84856727935,united arab emirates
2-s2.0-84895379483,algeria
2-s2.0-84895379483,united arab emirates
2-s2.0-80052676846,algeria
2-s2.0-80052676846,united arab emirates
2-s2.0-80052802377,algeria
2-s2.0-80052802377,united arab emirates
2-s2.0-84859866476,algeria
2-s2.0-84859866476,united arab emirates
2-s2.0-79960003536,algeria
2-s2.0-79960003536,united arab emirates
2-s2.0-79960771895,algeria
2-s2.0-79960771895,united arab emirates
2-s2.0-78049344783,algeria
2-s2.0-78049344783,united arab emirates
2-s2.0-79952227803,algeria
2-s2.0-79952227803,united arab emirates
2-s2.0-84869154833,algeria
2-s2.0-84869154833,united arab emirates
2-s2.0-84869160840,algeria
2-s2.0-84869160840,united arab emirates
2-s2.0-80052917520,algeria
2-s2.0-80052917520,united arab emirates
2-s2.0-84870384863,algeria
2-s2.0-84870384863,united arab emirates
2-s2.0-84873859500,algeria
2-s2.0-84873859500,united arab emirates
2-s2.0-84872734879,algeria
2-s2.0-84872734879,united arab emirates
2-s2.0-84869402114,algeria
2-s2.0-84869402114,united arab emirates
2-s2.0-84869029318,algeria
2-s2.0-84869029318,united arab emirates
2-s2.0-84869030634,algeria
2-s2.0-84869030634,united arab emirates
2-s2.0-84868344674,algeria
2-s2.0-84868344674,united arab emirates
2-s2.0-84865619353,algeria
2-s2.0-84865619353,united arab emirates
2-s2.0-84867429667,algeria
2-s2.0-84867429667,united arab emirates
2-s2.0-84866943403,algeria
2-s2.0-84866943403,united arab emirates
2-s2.0-84865746510,algeria
2-s2.0-84865746510,united arab emirates
2-s2.0-84863618405,algeria
2-s2.0-84863618405,united arab emirates
2-s2.0-84862018015,algeria
2-s2.0-84862018015,united arab emirates
2-s2.0-84861613445,algeria
2-s2.0-84861613445,united arab emirates
2-s2.0-84861594892,algeria
2-s2.0-84861594892,united arab emirates
2-s2.0-84860999129,algeria
2-s2.0-84860999129,united arab emirates
2-s2.0-84861128718,algeria
2-s2.0-84861128718,united arab emirates
2-s2.0-84860263325,algeria
2-s2.0-84860263325,united arab emirates
2-s2.0-84856693019,algeria
2-s2.0-84856693019,united arab emirates
2-s2.0-84860126912,algeria
2-s2.0-84860126912,united arab emirates
2-s2.0-84921890871,algeria
2-s2.0-84921890871,united arab emirates
2-s2.0-84883344375,algeria
2-s2.0-84883344375,united arab emirates
2-s2.0-84857776205,algeria
2-s2.0-84857776205,united arab emirates
2-s2.0-84887270680,algeria
2-s2.0-84887270680,united arab emirates
2-s2.0-84856085158,algeria
2-s2.0-84856085158,united arab emirates
2-s2.0-84887305114,algeria
2-s2.0-84887305114,united arab emirates
2-s2.0-84893026819,algeria
2-s2.0-84893026819,united arab emirates
2-s2.0-84890547010,algeria
2-s2.0-84890547010,united arab emirates
2-s2.0-84893311948,algeria
2-s2.0-84893311948,united arab emirates
2-s2.0-84895315119,algeria
2-s2.0-84895315119,united arab emirates
2-s2.0-84897648970,algeria
2-s2.0-84897648970,united arab emirates
2-s2.0-84893631600,algeria
2-s2.0-84893631600,france
2-s2.0-84893631600,united arab emirates
2-s2.0-84886287447,algeria
2-s2.0-84886287447,united arab emirates
2-s2.0-84884579973,algeria
2-s2.0-84884579973,united arab emirates
2-s2.0-84883711819,algeria
2-s2.0-84883711819,united arab emirates
2-s2.0-84883728005,algeria
2-s2.0-84883728005,united arab emirates
2-s2.0-84878293981,algeria
2-s2.0-84878293981,united arab emirates
2-s2.0-84881281162,algeria
2-s2.0-84881281162,united arab emirates
2-s2.0-84881224496,algeria
2-s2.0-84881224496,united arab emirates
2-s2.0-84879450522,algeria
2-s2.0-84879450522,united arab emirates
2-s2.0-84880678580,algeria
2-s2.0-84880678580,united arab emirates
2-s2.0-84883517228,algeria
2-s2.0-84883517228,united arab emirates
2-s2.0-84867372795,algeria
2-s2.0-84867372795,united arab emirates
2-s2.0-85075318858,algeria
2-s2.0-85075318858,united arab emirates
2-s2.0-84869493883,algeria
2-s2.0-84869493883,united arab emirates
2-s2.0-84896617701,algeria
2-s2.0-84896617701,united arab emirates
2-s2.0-84896655330,algeria
2-s2.0-84896655330,united arab emirates
2-s2.0-84870822817,algeria
2-s2.0-84870822817,united arab emirates
2-s2.0-84945962593,algeria
2-s2.0-84945962593,united arab emirates
2-s2.0-84881054880,algeria
2-s2.0-84881054880,united arab emirates
2-s2.0-84881049832,algeria
2-s2.0-84881049832,united arab emirates
2-s2.0-84946228085,algeria
2-s2.0-84946228085,united arab emirates
2-s2.0-84911868736,algeria
2-s2.0-84911868736,united arab emirates
2-s2.0-84914168948,algeria
2-s2.0-84914168948,germany
2-s2.0-84914168948,italy
2-s2.0-84914168948,united arab emirates
2-s2.0-84915759600,algeria
2-s2.0-84915759600,united arab emirates
2-s2.0-84919820426,algeria
2-s2.0-84919820426,italy
2-s2.0-84919820426,united arab emirates
2-s2.0-84908623014,algeria
2-s2.0-84908623014,united arab emirates
2-s2.0-84900508424,algeria
2-s2.0-84900508424,united arab emirates
2-s2.0-84904976787,algeria
2-s2.0-84904976787,italy
2-s2.0-84904976787,united arab emirates
2-s2.0-84902202567,algeria
2-s2.0-84902202567,taiwan
2-s2.0-84902202567,united arab emirates
2-s2.0-84900868029,algeria
2-s2.0-84900868029,italy
2-s2.0-84900868029,united arab emirates
2-s2.0-84899567351,algeria
2-s2.0-84899567351,canada
2-s2.0-84899567351,united arab emirates
2-s2.0-84946687612,algeria
2-s2.0-84946687612,united arab emirates
2-s2.0-84904015493,algeria
2-s2.0-84904015493,united arab emirates
2-s2.0-84897048171,algeria
2-s2.0-84897048171,united arab emirates
2-s2.0-85120893668,algeria
2-s2.0-85120893668,united arab emirates
2-s2.0-84901386690,algeria
2-s2.0-84901386690,united arab emirates
2-s2.0-84900302592,algeria
2-s2.0-84900302592,united arab emirates
2-s2.0-84934934510,algeria
2-s2.0-84934934510,united arab emirates
2-s2.0-84926483572,algeria
2-s2.0-84926483572,united arab emirates
2-s2.0-84906307293,algeria
2-s2.0-84906307293,united arab emirates
2-s2.0-84923494025,algeria
2-s2.0-84923494025,united arab emirates
2-s2.0-84964797823,algeria
2-s2.0-84964797823,united arab emirates
2-s2.0-84964194086,algeria
2-s2.0-84964194086,united arab emirates
2-s2.0-84963728925,algeria
2-s2.0-84963728925,united arab emirates
2-s2.0-84943154909,algeria
2-s2.0-84943154909,france
2-s2.0-84943154909,united arab emirates
2-s2.0-84959933874,algeria
2-s2.0-84959933874,united arab emirates
2-s2.0-84959900453,algeria
2-s2.0-84959900453,united arab emirates
2-s2.0-84948760946,algeria
2-s2.0-84948760946,italy
2-s2.0-84948760946,united arab emirates
2-s2.0-84947046200,algeria
2-s2.0-84947046200,united arab emirates
2-s2.0-84947046200,united states
2-s2.0-84949492501,algeria
2-s2.0-84949492501,united arab emirates
2-s2.0-84960171963,algeria
2-s2.0-84960171963,united arab emirates
2-s2.0-84960193266,algeria
2-s2.0-84960193266,united arab emirates
2-s2.0-84960172255,algeria
2-s2.0-84960172255,united arab emirates
2-s2.0-84947736296,algeria
2-s2.0-84947736296,united arab emirates
2-s2.0-84936876687,algeria
2-s2.0-84936876687,united arab emirates
2-s2.0-84940003542,algeria
2-s2.0-84940003542,united arab emirates
2-s2.0-84975764364,algeria
2-s2.0-84975764364,united arab emirates
2-s2.0-84930226312,algeria
2-s2.0-84930226312,italy
2-s2.0-84930226312,united arab emirates
2-s2.0-84929118635,algeria
2-s2.0-84929118635,czech republic
2-s2.0-84929118635,united arab emirates
2-s2.0-84930959281,algeria
2-s2.0-84930959281,united arab emirates
2-s2.0-84957812793,algeria
2-s2.0-84957812793,united arab emirates
2-s2.0-84922454865,algeria
2-s2.0-84922454865,malaysia
2-s2.0-84922454865,united arab emirates
2-s2.0-84920920748,algeria
2-s2.0-84920920748,united arab emirates
2-s2.0-84938858264,algeria
2-s2.0-84938858264,united arab emirates
2-s2.0-84952700566,algeria
2-s2.0-84952700566,united arab emirates
2-s2.0-84925013113,algeria
2-s2.0-84925013113,united arab emirates
2-s2.0-84938864636,algeria
2-s2.0-84938864636,united arab emirates
2-s2.0-84978998414,algeria
2-s2.0-84978998414,united arab emirates
2-s2.0-84964523925,algeria
2-s2.0-84964523925,united arab emirates
2-s2.0-84947061349,algeria
2-s2.0-84947061349,united arab emirates
2-s2.0-85088879475,algeria
2-s2.0-85088879475,italy
2-s2.0-85088879475,united arab emirates
2-s2.0-85010380073,algeria
2-s2.0-85010380073,united arab emirates
2-s2.0-85010282264,algeria
2-s2.0-85010282264,united arab emirates
2-s2.0-85010407984,algeria
2-s2.0-85010407984,united arab emirates
2-s2.0-84988723968,algeria
2-s2.0-84988723968,united arab emirates
2-s2.0-85010280323,algeria
2-s2.0-85010280323,canada
2-s2.0-85010280323,united arab emirates
2-s2.0-84995920260,algeria
2-s2.0-84995920260,united arab emirates
2-s2.0-84988851723,algeria
2-s2.0-84988851723,united arab emirates
2-s2.0-84945207196,algeria
2-s2.0-84945207196,united arab emirates
2-s2.0-84994172057,algeria
2-s2.0-84994172057,united arab emirates
2-s2.0-84989841578,algeria
2-s2.0-84989841578,united arab emirates
2-s2.0-84990940867,algeria
2-s2.0-84990940867,italy
2-s2.0-84990940867,united arab emirates
2-s2.0-84973890908,algeria
2-s2.0-84973890908,united arab emirates
2-s2.0-84985995039,algeria
2-s2.0-84985995039,united arab emirates
2-s2.0-84978100698,algeria
2-s2.0-84978100698,united arab emirates
2-s2.0-79955823570,algeria
2-s2.0-79955823570,united arab emirates
2-s2.0-84984804436,algeria
2-s2.0-84984804436,united arab emirates
2-s2.0-84983078221,algeria
2-s2.0-84983078221,united arab emirates
2-s2.0-84977615370,algeria
2-s2.0-84977615370,united arab emirates
2-s2.0-84984908066,algeria
2-s2.0-84984908066,united arab emirates
2-s2.0-85027948652,algeria
2-s2.0-85027948652,united arab emirates
2-s2.0-84929439505,algeria
2-s2.0-84929439505,united arab emirates
2-s2.0-84981318338,algeria
2-s2.0-84981318338,united arab emirates
2-s2.0-84964372729,algeria
2-s2.0-84964372729,italy
2-s2.0-84964372729,united arab emirates
2-s2.0-84976254362,algeria
2-s2.0-84976254362,united arab emirates
2-s2.0-84977601527,algeria
2-s2.0-84977601527,italy
2-s2.0-84977601527,united arab emirates
2-s2.0-84979263320,algeria
2-s2.0-84979263320,united arab emirates
2-s2.0-84971664100,algeria
2-s2.0-84971664100,united arab emirates
2-s2.0-84964600630,algeria
2-s2.0-84964600630,italy
2-s2.0-84964600630,taiwan
2-s2.0-84964600630,united arab emirates
2-s2.0-84966600742,algeria
2-s2.0-84966600742,united arab emirates
2-s2.0-84960911444,algeria
2-s2.0-84960911444,united arab emirates
2-s2.0-84956695114,algeria
2-s2.0-84956695114,united arab emirates
2-s2.0-84961779111,algeria
2-s2.0-84961779111,united arab emirates
2-s2.0-84964754614,algeria
2-s2.0-84964754614,united arab emirates
2-s2.0-84964770464,algeria
2-s2.0-84964770464,united arab emirates
2-s2.0-84965002693,algeria
2-s2.0-84965002693,united arab emirates
2-s2.0-84965063101,algeria
2-s2.0-84965063101,united arab emirates
2-s2.0-84958254953,algeria
2-s2.0-84958254953,italy
2-s2.0-84958254953,united arab emirates
2-s2.0-85088973084,algeria
2-s2.0-85088973084,united arab emirates
2-s2.0-84969921025,algeria
2-s2.0-84969921025,united arab emirates
2-s2.0-85088970966,algeria
2-s2.0-85088970966,united arab emirates
2-s2.0-84971249158,algeria
2-s2.0-84971249158,united arab emirates
2-s2.0-84963812912,algeria
2-s2.0-84963812912,united arab emirates
2-s2.0-85021646010,algeria
2-s2.0-85021646010,united arab emirates
2-s2.0-84982965111,algeria
2-s2.0-84982965111,united arab emirates
2-s2.0-84978540240,algeria
2-s2.0-84978540240,united arab emirates
2-s2.0-85046697166,algeria
2-s2.0-85046697166,united arab emirates
2-s2.0-85046632392,algeria
2-s2.0-85046632392,united arab emirates
2-s2.0-85046657024,algeria
2-s2.0-85046657024,united arab emirates
2-s2.0-85046673550,algeria
2-s2.0-85046673550,united arab emirates
2-s2.0-85017129604,algeria
2-s2.0-85017129604,united arab emirates
2-s2.0-85058231406,algeria
2-s2.0-85058231406,united arab emirates
2-s2.0-85061527558,algeria
2-s2.0-85061527558,united arab emirates
2-s2.0-85058219596,algeria
2-s2.0-85058219596,united arab emirates
2-s2.0-85061547207,algeria
2-s2.0-85061547207,united arab emirates
2-s2.0-85027888295,algeria
2-s2.0-85027888295,united arab emirates
2-s2.0-85025472858,algeria
2-s2.0-85025472858,united arab emirates
2-s2.0-85027896359,algeria
2-s2.0-85027896359,france
2-s2.0-85027896359,united arab emirates
2-s2.0-85034054116,algeria
2-s2.0-85034054116,united arab emirates
2-s2.0-85019704658,algeria
2-s2.0-85019704658,united arab emirates
2-s2.0-85029500882,algeria
2-s2.0-85029500882,united arab emirates
2-s2.0-85034595772,algeria
2-s2.0-85034595772,united arab emirates
2-s2.0-85032975724,algeria
2-s2.0-85032975724,united arab emirates
2-s2.0-85038944156,algeria
2-s2.0-85038944156,united arab emirates
2-s2.0-85030122884,algeria
2-s2.0-85030122884,united arab emirates
2-s2.0-85028045046,algeria
2-s2.0-85028045046,united arab emirates
2-s2.0-85028072200,algeria
2-s2.0-85028072200,united arab emirates
2-s2.0-85017130676,algeria
2-s2.0-85017130676,united arab emirates
2-s2.0-85017430916,algeria
2-s2.0-85017430916,united arab emirates
2-s2.0-85027856760,algeria
2-s2.0-85027856760,united arab emirates
2-s2.0-85019073798,algeria
2-s2.0-85019073798,united arab emirates
2-s2.0-85019566049,algeria
2-s2.0-85019566049,united arab emirates
2-s2.0-85028982299,algeria
2-s2.0-85028982299,united arab emirates
2-s2.0-85009291157,algeria
2-s2.0-85009291157,united arab emirates
2-s2.0-85046756756,algeria
2-s2.0-85046756756,united arab emirates
2-s2.0-85046000735,algeria
