eid,country
2-s2.0-85201320304,iran
2-s2.0-85201320304,tunisia
2-s2.0-105005978293,iran
2-s2.0-105005978293,tunisia
2-s2.0-105001073963,iran
2-s2.0-105001073963,tunisia
2-s2.0-85216653826,iran
2-s2.0-85216653826,tunisia
2-s2.0-105022757349,iran
2-s2.0-105022757349,tunisia
2-s2.0-85218337070,iran
2-s2.0-85218337070,tunisia
2-s2.0-105001693345,indonesia
2-s2.0-105001693345,iran
2-s2.0-105001693345,tunisia
2-s2.0-85212578178,iran
2-s2.0-85212578178,tunisia
2-s2.0-85193297644,iran
2-s2.0-85193297644,tunisia
2-s2.0-85218222706,iran
2-s2.0-85218222706,tunisia
2-s2.0-85218881124,iran
2-s2.0-85218881124,tunisia
2-s2.0-85216858337,iran
2-s2.0-85216858337,tunisia
2-s2.0-85214373656,austria
2-s2.0-85214373656,germany
2-s2.0-85214373656,iran
2-s2.0-85214373656,tunisia
2-s2.0-85175329288,iran
2-s2.0-85175329288,tunisia
2-s2.0-85210173881,iran
2-s2.0-85210173881,tunisia
2-s2.0-105026845915,iran
2-s2.0-105026845915,tunisia
2-s2.0-105018778251,iran
2-s2.0-105018778251,tunisia
2-s2.0-85211984338,iran
2-s2.0-85211984338,tunisia
2-s2.0-105009435002,iran
2-s2.0-105009435002,tunisia
2-s2.0-85214205566,iran
2-s2.0-85214205566,tunisia
2-s2.0-85214205566,viet nam
2-s2.0-105001995714,indonesia
2-s2.0-105001995714,iran
2-s2.0-105001995714,tunisia
2-s2.0-85206819042,iran
2-s2.0-85206819042,tunisia
2-s2.0-105005201648,iran
2-s2.0-105005201648,pakistan
2-s2.0-105005201648,tunisia
2-s2.0-105015152074,bangladesh
2-s2.0-105015152074,iran
2-s2.0-105015152074,tunisia
2-s2.0-105025372384,iran
2-s2.0-105025372384,tunisia
2-s2.0-85136898702,iran
2-s2.0-85136898702,tunisia
2-s2.0-105022164364,iran
2-s2.0-105022164364,tunisia
2-s2.0-105022164364,united arab emirates
2-s2.0-0034189867,iran
2-s2.0-0034189867,united arab emirates
2-s2.0-0035010272,iran
2-s2.0-0035010272,united arab emirates
2-s2.0-85089791575,iran
2-s2.0-85089791575,united arab emirates
2-s2.0-0036772799,iran
2-s2.0-0036772799,united arab emirates
2-s2.0-0036772799,united states
2-s2.0-85023054195,iran
2-s2.0-85023054195,united arab emirates
2-s2.0-0037216986,iran
2-s2.0-0037216986,united arab emirates
2-s2.0-31144469913,france
2-s2.0-31144469913,iran
2-s2.0-31144469913,united arab emirates
2-s2.0-19944384274,iran
2-s2.0-19944384274,united arab emirates
2-s2.0-62749149624,iran
2-s2.0-62749149624,united arab emirates
2-s2.0-1642447700,iran
2-s2.0-1642447700,united arab emirates
2-s2.0-85044519785,iran
2-s2.0-85044519785,united arab emirates
2-s2.0-24944585979,iran
2-s2.0-24944585979,united arab emirates
2-s2.0-1642368423,iran
2-s2.0-1642368423,united arab emirates
2-s2.0-28344457411,iran
2-s2.0-28344457411,united arab emirates
2-s2.0-28344442311,iran
2-s2.0-28344442311,united arab emirates
2-s2.0-28344438713,iran
2-s2.0-28344438713,united arab emirates
2-s2.0-28344449342,iran
2-s2.0-28344449342,united arab emirates
2-s2.0-28344442946,iran
2-s2.0-28344442946,united arab emirates
2-s2.0-33847293710,iran
2-s2.0-33847293710,united arab emirates
2-s2.0-84881605643,iran
2-s2.0-84881605643,united arab emirates
2-s2.0-33244482823,iran
2-s2.0-33244482823,united arab emirates
2-s2.0-84881560724,iran
2-s2.0-84881560724,united arab emirates
2-s2.0-60749137107,australia
2-s2.0-60749137107,iran
2-s2.0-60749137107,united arab emirates
2-s2.0-60749123096,australia
2-s2.0-60749123096,iran
2-s2.0-60749123096,united arab emirates
2-s2.0-27944454198,iran
2-s2.0-27944454198,united arab emirates
2-s2.0-28844462779,germany
2-s2.0-28844462779,iran
2-s2.0-28844462779,united arab emirates
2-s2.0-33747305199,iran
2-s2.0-33747305199,united arab emirates
2-s2.0-14844303876,iran
2-s2.0-14844303876,united arab emirates
2-s2.0-13844276011,iran
2-s2.0-13844276011,united arab emirates
2-s2.0-24944519382,iran
2-s2.0-24944519382,united arab emirates
2-s2.0-29144486752,iran
2-s2.0-29144486752,united arab emirates
2-s2.0-29144486752,united states
2-s2.0-34547251761,iran
2-s2.0-34547251761,united arab emirates
2-s2.0-53649095930,iran
2-s2.0-53649095930,united arab emirates
2-s2.0-34250783582,iran
2-s2.0-34250783582,united arab emirates
2-s2.0-33745670389,iran
2-s2.0-33745670389,united arab emirates
2-s2.0-85086750092,iran
2-s2.0-85086750092,united arab emirates
2-s2.0-33745455394,iran
2-s2.0-33745455394,united arab emirates
2-s2.0-30744439837,iran
2-s2.0-30744439837,norway
2-s2.0-30744439837,united arab emirates
2-s2.0-51549105812,iran
2-s2.0-51549105812,united arab emirates
2-s2.0-51549087025,iran
2-s2.0-51549087025,united arab emirates
2-s2.0-57949107940,iran
2-s2.0-57949107940,united arab emirates
2-s2.0-37749050024,iran
2-s2.0-37749050024,united arab emirates
2-s2.0-57949083004,iran
2-s2.0-57949083004,united arab emirates
2-s2.0-60349091035,iran
2-s2.0-60349091035,united arab emirates
2-s2.0-36349005309,iran
2-s2.0-36349005309,united arab emirates
2-s2.0-34547915274,iran
2-s2.0-34547915274,united arab emirates
2-s2.0-34548830679,iran
2-s2.0-34548830679,united arab emirates
2-s2.0-34250796824,iran
2-s2.0-34250796824,united arab emirates
2-s2.0-34248158276,iran
2-s2.0-34248158276,united arab emirates
2-s2.0-36148968097,iran
2-s2.0-36148968097,united arab emirates
2-s2.0-38149036431,canada
2-s2.0-38149036431,iran
2-s2.0-38149036431,united arab emirates
2-s2.0-70450245534,iran
2-s2.0-70450245534,united arab emirates
2-s2.0-62949240263,iran
2-s2.0-62949240263,united arab emirates
2-s2.0-84892067237,iran
2-s2.0-84892067237,united arab emirates
2-s2.0-57049144355,iran
2-s2.0-57049144355,united arab emirates
2-s2.0-53049096955,iran
2-s2.0-53049096955,saudi arabia
2-s2.0-53049096955,united arab emirates
2-s2.0-57849153542,iran
2-s2.0-57849153542,united arab emirates
2-s2.0-45449114771,iran
2-s2.0-45449114771,united arab emirates
2-s2.0-51849111553,iran
2-s2.0-51849111553,united arab emirates
2-s2.0-84859807449,iran
2-s2.0-84859807449,united arab emirates
2-s2.0-44949220075,iran
2-s2.0-44949220075,saudi arabia
2-s2.0-44949220075,tanzania
2-s2.0-44949220075,united arab emirates
2-s2.0-43949086044,iran
2-s2.0-43949086044,united arab emirates
2-s2.0-77950673042,iran
2-s2.0-77950673042,united arab emirates
2-s2.0-38749153271,iran
2-s2.0-38749153271,united arab emirates
2-s2.0-38949197101,iran
2-s2.0-38949197101,united arab emirates
2-s2.0-69749123891,iran
2-s2.0-69749123891,united arab emirates
2-s2.0-77951609746,iran
2-s2.0-77951609746,united arab emirates
2-s2.0-71749094590,iran
2-s2.0-71749094590,saudi arabia
2-s2.0-71749094590,united arab emirates
2-s2.0-71849100888,france
2-s2.0-71849100888,iran
2-s2.0-71849100888,turkey
2-s2.0-71849100888,united arab emirates
2-s2.0-70349420805,iran
2-s2.0-70349420805,united arab emirates
2-s2.0-70349420805,united states
2-s2.0-67349190573,iran
2-s2.0-67349190573,united arab emirates
2-s2.0-76149128344,india
2-s2.0-76149128344,iran
2-s2.0-76149128344,united arab emirates
2-s2.0-67649803258,armenia
2-s2.0-67649803258,iran
2-s2.0-67649803258,saudi arabia
2-s2.0-67649803258,united arab emirates
2-s2.0-67649803258,united kingdom
2-s2.0-68049085575,iran
2-s2.0-68049085575,united arab emirates
2-s2.0-67349229297,iran
2-s2.0-67349229297,united arab emirates
2-s2.0-67049146795,canada
2-s2.0-67049146795,iran
2-s2.0-67049146795,turkey
2-s2.0-67049146795,united arab emirates
2-s2.0-67650033649,iran
2-s2.0-67650033649,united arab emirates
2-s2.0-73649149371,iran
2-s2.0-73649149371,united arab emirates
2-s2.0-67650115238,iran
2-s2.0-67650115238,netherlands
2-s2.0-67650115238,united arab emirates
2-s2.0-59849113748,iran
2-s2.0-59849113748,united arab emirates
2-s2.0-67649397551,iran
2-s2.0-67649397551,united arab emirates
2-s2.0-70549100196,iran
2-s2.0-70549100196,united arab emirates
2-s2.0-67649395764,iran
2-s2.0-67649395764,united arab emirates
2-s2.0-70549090214,iran
2-s2.0-70549090214,united arab emirates
2-s2.0-70549110206,iran
2-s2.0-70549110206,united arab emirates
2-s2.0-72149097298,iran
2-s2.0-72149097298,united arab emirates
2-s2.0-56649099150,iran
2-s2.0-56649099150,united arab emirates
2-s2.0-73649106565,iran
2-s2.0-73649106565,united arab emirates
2-s2.0-73649134007,iran
2-s2.0-73649134007,united arab emirates
2-s2.0-73649101741,iran
2-s2.0-73649101741,united arab emirates
2-s2.0-73649116747,iran
2-s2.0-73649116747,united arab emirates
2-s2.0-78650592132,iran
2-s2.0-78650592132,united arab emirates
2-s2.0-78650314344,iran
2-s2.0-78650314344,netherlands
2-s2.0-78650314344,united arab emirates
2-s2.0-78650169956,iran
2-s2.0-78650169956,united arab emirates
2-s2.0-78650169956,united kingdom
2-s2.0-78650169956,united states
2-s2.0-84867181930,iran
2-s2.0-84867181930,united arab emirates
2-s2.0-79959820625,canada
2-s2.0-79959820625,iran
2-s2.0-79959820625,united arab emirates
2-s2.0-78649791806,iran
2-s2.0-78649791806,netherlands
2-s2.0-78649791806,united arab emirates
2-s2.0-78649397260,germany
2-s2.0-78649397260,iran
2-s2.0-78649397260,united arab emirates
2-s2.0-78649803665,iran
2-s2.0-78649803665,united arab emirates
2-s2.0-78049520393,iran
2-s2.0-78049520393,united arab emirates
2-s2.0-77957989514,iran
2-s2.0-77957989514,united arab emirates
2-s2.0-84885517593,iran
2-s2.0-84885517593,united arab emirates
2-s2.0-77955487285,iran
2-s2.0-77955487285,united arab emirates
2-s2.0-77954618865,iran
2-s2.0-77954618865,united arab emirates
2-s2.0-77949775660,iran
2-s2.0-77949775660,saudi arabia
2-s2.0-77949775660,united arab emirates
2-s2.0-77952652685,iran
2-s2.0-77952652685,united arab emirates
2-s2.0-77949422415,iran
2-s2.0-77949422415,united arab emirates
2-s2.0-76049095514,iran
2-s2.0-76049095514,united arab emirates
2-s2.0-77951023073,iran
2-s2.0-77951023073,saudi arabia
2-s2.0-77951023073,united arab emirates
2-s2.0-77949732084,iran
2-s2.0-77949732084,united arab emirates
2-s2.0-84878582575,iran
2-s2.0-84878582575,united arab emirates
2-s2.0-84859518568,iran
2-s2.0-84859518568,united arab emirates
2-s2.0-78249285268,iran
2-s2.0-78249285268,united arab emirates
2-s2.0-77949261515,iran
2-s2.0-77949261515,united arab emirates
2-s2.0-79956226142,iran
2-s2.0-79956226142,united arab emirates
2-s2.0-78249288476,iran
2-s2.0-78249288476,united arab emirates
2-s2.0-73849091633,iran
2-s2.0-73849091633,united arab emirates
2-s2.0-75649119329,iran
2-s2.0-75649119329,united arab emirates
2-s2.0-77956872751,iran
2-s2.0-77956872751,united arab emirates
2-s2.0-77955270554,iran
2-s2.0-77955270554,united arab emirates
2-s2.0-77955190151,iran
2-s2.0-77955190151,united arab emirates
2-s2.0-84881904481,egypt
2-s2.0-84881904481,iran
2-s2.0-84881904481,turkey
2-s2.0-84881904481,united arab emirates
2-s2.0-85058907497,egypt
2-s2.0-85058907497,iran
2-s2.0-85058907497,turkey
2-s2.0-85058907497,united arab emirates
2-s2.0-83455235614,iran
2-s2.0-83455235614,netherlands
2-s2.0-83455235614,united arab emirates
2-s2.0-84856515297,iran
2-s2.0-84856515297,united arab emirates
2-s2.0-81755187135,canada
2-s2.0-81755187135,iran
2-s2.0-81755187135,united arab emirates
2-s2.0-80855133013,iran
2-s2.0-80855133013,united arab emirates
2-s2.0-80053407649,iran
2-s2.0-80053407649,united arab emirates
2-s2.0-80053240127,iran
2-s2.0-80053240127,united arab emirates
2-s2.0-80053563341,canada
2-s2.0-80053563341,iran
2-s2.0-80053563341,turkey
2-s2.0-80053563341,united arab emirates
2-s2.0-80053065489,iran
2-s2.0-80053065489,united arab emirates
2-s2.0-84872901001,iran
2-s2.0-84872901001,united arab emirates
2-s2.0-79960353607,iran
2-s2.0-79960353607,united arab emirates
2-s2.0-80055089269,iran
2-s2.0-80055089269,united arab emirates
2-s2.0-79954616148,iran
2-s2.0-79954616148,united arab emirates
2-s2.0-79954618377,iran
2-s2.0-79954618377,united arab emirates
2-s2.0-79951556151,iran
2-s2.0-79951556151,united arab emirates
2-s2.0-79952007695,iran
2-s2.0-79952007695,turkey
2-s2.0-79952007695,united arab emirates
2-s2.0-79551662697,austria
2-s2.0-79551662697,iran
2-s2.0-79551662697,united arab emirates
2-s2.0-78649362843,iran
2-s2.0-78649362843,united arab emirates
2-s2.0-85133765354,iran
2-s2.0-85133765354,united arab emirates
2-s2.0-85086492974,iran
2-s2.0-85086492974,united arab emirates
2-s2.0-84899995235,iran
2-s2.0-84899995235,united arab emirates
2-s2.0-84902594709,iran
2-s2.0-84902594709,united arab emirates
2-s2.0-78651378646,iran
2-s2.0-78651378646,united arab emirates
2-s2.0-78651378646,united states
2-s2.0-84870224992,iran
2-s2.0-84870224992,united arab emirates
2-s2.0-84874055409,iran
2-s2.0-84874055409,united arab emirates
2-s2.0-84874055409,united states
2-s2.0-84874477843,iran
2-s2.0-84874477843,netherlands
2-s2.0-84874477843,united arab emirates
2-s2.0-84898115547,iran
2-s2.0-84898115547,united arab emirates
2-s2.0-84898115547,united states
2-s2.0-84869415699,iran
2-s2.0-84869415699,united arab emirates
2-s2.0-84869454582,iran
2-s2.0-84869454582,united arab emirates
2-s2.0-84867233341,iran
2-s2.0-84867233341,united arab emirates
2-s2.0-84865546910,iran
2-s2.0-84865546910,united arab emirates
2-s2.0-84867016236,iran
2-s2.0-84867016236,united arab emirates
2-s2.0-84873614977,iran
2-s2.0-84873614977,united arab emirates
2-s2.0-84865107839,iran
2-s2.0-84865107839,united arab emirates
2-s2.0-84863700229,iran
2-s2.0-84863700229,united arab emirates
2-s2.0-84861169183,iran
2-s2.0-84861169183,united arab emirates
2-s2.0-84864082246,iran
2-s2.0-84864082246,united arab emirates
2-s2.0-84867986951,iran
2-s2.0-84867986951,united arab emirates
2-s2.0-84862147421,iran
2-s2.0-84862147421,united arab emirates
2-s2.0-84858844677,iran
2-s2.0-84858844677,united arab emirates
2-s2.0-84857565754,iran
2-s2.0-84857565754,united arab emirates
2-s2.0-84856694649,iran
2-s2.0-84856694649,united arab emirates
2-s2.0-84872456104,iran
2-s2.0-84872456104,united arab emirates
2-s2.0-84876974221,iran
2-s2.0-84876974221,united arab emirates
2-s2.0-84893042891,iran
2-s2.0-84893042891,united arab emirates
2-s2.0-84864071576,iran
2-s2.0-84864071576,united arab emirates
2-s2.0-84883053751,iran
2-s2.0-84883053751,united arab emirates
2-s2.0-84864405642,iran
2-s2.0-84864405642,united arab emirates
2-s2.0-84655163174,canada
2-s2.0-84655163174,iran
2-s2.0-84655163174,united arab emirates
2-s2.0-84866538769,canada
2-s2.0-84866538769,iran
2-s2.0-84866538769,united arab emirates
2-s2.0-84887188479,iran
2-s2.0-84887188479,united arab emirates
2-s2.0-84887188479,united states
2-s2.0-84893285836,iran
2-s2.0-84893285836,united arab emirates
2-s2.0-84893730637,iran
2-s2.0-84893730637,united arab emirates
2-s2.0-84893241479,iran
2-s2.0-84893241479,united arab emirates
2-s2.0-84887682014,iran
2-s2.0-84887682014,united arab emirates
2-s2.0-84893164403,germany
2-s2.0-84893164403,iran
2-s2.0-84893164403,saudi arabia
2-s2.0-84893164403,united arab emirates
2-s2.0-84887328108,iran
2-s2.0-84887328108,united arab emirates
2-s2.0-84884417333,iran
2-s2.0-84884417333,united arab emirates
2-s2.0-84885061699,canada
2-s2.0-84885061699,iran
2-s2.0-84885061699,turkey
2-s2.0-84885061699,united arab emirates
2-s2.0-84885179663,canada
2-s2.0-84885179663,iran
2-s2.0-84885179663,turkey
2-s2.0-84885179663,united arab emirates
2-s2.0-84885179663,united states
2-s2.0-84883729605,iran
2-s2.0-84883729605,united arab emirates
2-s2.0-84883388989,australia
2-s2.0-84883388989,canada
2-s2.0-84883388989,iran
2-s2.0-84883388989,turkey
2-s2.0-84883388989,united arab emirates
2-s2.0-84879710539,germany
2-s2.0-84879710539,iran
2-s2.0-84879710539,united arab emirates
2-s2.0-84888374046,iran
2-s2.0-84888374046,united arab emirates
2-s2.0-84882713206,iran
2-s2.0-84882713206,united arab emirates
2-s2.0-84881422675,iran
2-s2.0-84881422675,united arab emirates
2-s2.0-84880040602,iran
2-s2.0-84880040602,united arab emirates
2-s2.0-84879523312,iran
2-s2.0-84879523312,united arab emirates
2-s2.0-84876722546,iran
2-s2.0-84876722546,united arab emirates
2-s2.0-84876722546,united states
2-s2.0-84876299685,canada
2-s2.0-84876299685,iran
2-s2.0-84876299685,turkey
2-s2.0-84876299685,united arab emirates
2-s2.0-84876041750,iran
2-s2.0-84876041750,united arab emirates
2-s2.0-85073351261,iran
2-s2.0-85073351261,united arab emirates
2-s2.0-84873411606,iran
2-s2.0-84873411606,united arab emirates
2-s2.0-84874049822,iran
2-s2.0-84874049822,saudi arabia
2-s2.0-84874049822,united arab emirates
2-s2.0-84877819704,iran
2-s2.0-84877819704,netherlands
2-s2.0-84877819704,united arab emirates
2-s2.0-84873404680,germany
2-s2.0-84873404680,iran
2-s2.0-84873404680,saudi arabia
2-s2.0-84873404680,turkey
2-s2.0-84873404680,united arab emirates
2-s2.0-84873348123,iran
2-s2.0-84873348123,netherlands
2-s2.0-84873348123,united arab emirates
2-s2.0-84871946117,iran
2-s2.0-84871946117,united arab emirates
2-s2.0-84896969505,iran
2-s2.0-84896969505,united arab emirates
2-s2.0-84896969505,united states
2-s2.0-84880483725,iran
2-s2.0-84880483725,united arab emirates
2-s2.0-84978747544,iran
2-s2.0-84978747544,united arab emirates
2-s2.0-84888777353,iran
2-s2.0-84888777353,united arab emirates
2-s2.0-84876592328,iran
2-s2.0-84876592328,united arab emirates
2-s2.0-84888806810,iran
2-s2.0-84888806810,united arab emirates
2-s2.0-84879921335,denmark
2-s2.0-84879921335,iran
2-s2.0-84879921335,united arab emirates
2-s2.0-84901500269,iran
2-s2.0-84901500269,malaysia
2-s2.0-84901500269,united arab emirates
2-s2.0-84888770078,iran
2-s2.0-84888770078,united arab emirates
2-s2.0-84873838919,iran
2-s2.0-84873838919,united arab emirates
2-s2.0-85028269863,china
2-s2.0-85028269863,iran
2-s2.0-85028269863,united arab emirates
2-s2.0-84873818385,iran
2-s2.0-84873818385,united arab emirates
2-s2.0-84881392386,iran
2-s2.0-84881392386,united arab emirates
2-s2.0-84879689746,germany
2-s2.0-84879689746,iran
2-s2.0-84879689746,poland
2-s2.0-84879689746,turkey
2-s2.0-84879689746,united arab emirates
2-s2.0-84931053769,iran
2-s2.0-84931053769,united arab emirates
2-s2.0-84917705573,iran
2-s2.0-84917705573,united arab emirates
2-s2.0-84930531892,iran
2-s2.0-84930531892,united arab emirates
2-s2.0-84925541242,iran
2-s2.0-84925541242,united arab emirates
2-s2.0-84908375967,iran
2-s2.0-84908375967,netherlands
2-s2.0-84908375967,united arab emirates
2-s2.0-84913573326,iran
2-s2.0-84913573326,switzerland
2-s2.0-84913573326,united arab emirates
2-s2.0-84907879174,iran
2-s2.0-84907879174,malaysia
2-s2.0-84907879174,united arab emirates
2-s2.0-84958698905,austria
2-s2.0-84958698905,iran
2-s2.0-84958698905,united arab emirates
2-s2.0-84899800725,iran
2-s2.0-84899800725,united arab emirates
2-s2.0-85011555334,iran
2-s2.0-85011555334,united arab emirates
2-s2.0-84907320446,canada
2-s2.0-84907320446,iran
2-s2.0-84907320446,turkey
2-s2.0-84907320446,united arab emirates
2-s2.0-84906080079,canada
2-s2.0-84906080079,iran
2-s2.0-84906080079,ireland
2-s2.0-84906080079,turkey
2-s2.0-84906080079,united arab emirates
2-s2.0-85063847082,iran
2-s2.0-85063847082,united arab emirates
2-s2.0-85063849273,iran
2-s2.0-85063849273,united arab emirates
2-s2.0-84901506554,iran
2-s2.0-84901506554,malaysia
2-s2.0-84901506554,united arab emirates
2-s2.0-85034603564,iran
2-s2.0-85034603564,united arab emirates
2-s2.0-85034603564,united kingdom
2-s2.0-84896901168,iran
2-s2.0-84896901168,united arab emirates
2-s2.0-84895815769,canada
2-s2.0-84895815769,iran
2-s2.0-84895815769,turkey
2-s2.0-84895815769,united arab emirates
2-s2.0-84887949526,iran
2-s2.0-84887949526,united arab emirates
2-s2.0-84893024198,iran
2-s2.0-84893024198,united arab emirates
2-s2.0-84890855925,iran
2-s2.0-84890855925,united arab emirates
2-s2.0-84892602804,iran
2-s2.0-84892602804,united arab emirates
2-s2.0-84891813481,iran
2-s2.0-84891813481,malaysia
2-s2.0-84891813481,united arab emirates
2-s2.0-84988301845,iran
2-s2.0-84988301845,united arab emirates
2-s2.0-84946405256,iran
2-s2.0-84946405256,united arab emirates
2-s2.0-84901609415,iran
2-s2.0-84901609415,united arab emirates
2-s2.0-84921411196,iran
2-s2.0-84921411196,united arab emirates
2-s2.0-84988268524,iran
2-s2.0-84988268524,united arab emirates
2-s2.0-84981266274,iran
2-s2.0-84981266274,united arab emirates
2-s2.0-84992715239,iran
2-s2.0-84992715239,united arab emirates
2-s2.0-84930248659,iran
2-s2.0-84930248659,united arab emirates
2-s2.0-85054661106,iran
2-s2.0-85054661106,united arab emirates
2-s2.0-84921462385,iran
2-s2.0-84921462385,united arab emirates
2-s2.0-84927625395,iran
2-s2.0-84927625395,united arab emirates
2-s2.0-84902177331,iran
2-s2.0-84902177331,united arab emirates
2-s2.0-84896488856,iran
2-s2.0-84896488856,united arab emirates
2-s2.0-84929247879,iran
2-s2.0-84929247879,united arab emirates
2-s2.0-84962863245,iran
2-s2.0-84962863245,united arab emirates
2-s2.0-84946416373,iran
2-s2.0-84946416373,united arab emirates
2-s2.0-84958639693,iran
2-s2.0-84958639693,spain
2-s2.0-84958639693,united arab emirates
2-s2.0-84912562201,iran
2-s2.0-84912562201,united arab emirates
2-s2.0-84969143059,iran
2-s2.0-84969143059,united arab emirates
2-s2.0-84969143059,united kingdom
2-s2.0-84904614412,iran
2-s2.0-84904614412,united arab emirates
2-s2.0-84904363271,iran
2-s2.0-84904363271,united arab emirates
2-s2.0-84904363271,united kingdom
2-s2.0-84901974541,iran
2-s2.0-84901974541,united arab emirates
2-s2.0-84898048820,iran
2-s2.0-84898048820,united arab emirates
2-s2.0-84898048820,united states
2-s2.0-84949813058,iran
2-s2.0-84949813058,united arab emirates
2-s2.0-84948962084,iran
2-s2.0-84948962084,turkey
2-s2.0-84948962084,united arab emirates
2-s2.0-84948962084,united kingdom
2-s2.0-84953306881,iran
2-s2.0-84953306881,united arab emirates
2-s2.0-84953242530,iran
2-s2.0-84953242530,united arab emirates
2-s2.0-84944474401,iran
2-s2.0-84944474401,united arab emirates
2-s2.0-84945450220,iran
2-s2.0-84945450220,united arab emirates
2-s2.0-84959377920,iran
2-s2.0-84959377920,united arab emirates
2-s2.0-84942821044,iran
2-s2.0-84942821044,united arab emirates
2-s2.0-84942821044,united states
2-s2.0-84938635765,iran
2-s2.0-84938635765,united arab emirates
2-s2.0-84940601742,iran
2-s2.0-84940601742,united arab emirates
2-s2.0-84938743148,iran
2-s2.0-84938743148,sweden
2-s2.0-84938743148,turkey
2-s2.0-84938743148,united arab emirates
2-s2.0-84938739989,iran
2-s2.0-84938739989,united arab emirates
2-s2.0-84937060804,iran
2-s2.0-84937060804,united arab emirates
2-s2.0-84937641667,canada
2-s2.0-84937641667,iran
2-s2.0-84937641667,turkey
2-s2.0-84937641667,united arab emirates
2-s2.0-84944075633,iran
2-s2.0-84944075633,united arab emirates
2-s2.0-84944037022,iran
2-s2.0-84944037022,united arab emirates
2-s2.0-84955350355,iran
2-s2.0-84955350355,malaysia
2-s2.0-84955350355,united arab emirates
2-s2.0-84929675306,iran
2-s2.0-84929675306,united arab emirates
2-s2.0-84930789499,iran
2-s2.0-84930789499,united arab emirates
2-s2.0-84930459758,iran
2-s2.0-84930459758,united arab emirates
2-s2.0-84919799212,iran
2-s2.0-84919799212,united arab emirates
2-s2.0-84945485668,iran
2-s2.0-84945485668,united arab emirates
2-s2.0-84922912298,iran
2-s2.0-84922912298,united arab emirates
2-s2.0-84919933642,iran
2-s2.0-84919933642,united arab emirates
2-s2.0-84942292016,iran
2-s2.0-84942292016,united arab emirates
2-s2.0-84994473887,iran
2-s2.0-84994473887,united arab emirates
2-s2.0-84945925141,iran
2-s2.0-84945925141,united arab emirates
2-s2.0-84964068372,iran
2-s2.0-84964068372,united arab emirates
2-s2.0-84956592807,iran
2-s2.0-84956592807,united arab emirates
2-s2.0-84954420586,iran
2-s2.0-84954420586,taiwan
2-s2.0-84954420586,united arab emirates
2-s2.0-85013204247,iran
2-s2.0-85013204247,taiwan
2-s2.0-85013204247,united arab emirates
2-s2.0-85008698013,iran
2-s2.0-85008698013,saudi arabia
2-s2.0-85008698013,turkey
2-s2.0-85008698013,united arab emirates
2-s2.0-85008698013,united kingdom
2-s2.0-85019928244,iran
2-s2.0-85019928244,united arab emirates
2-s2.0-84994519359,iran
2-s2.0-84994519359,united arab emirates
2-s2.0-84987892071,china
2-s2.0-84987892071,iran
2-s2.0-84987892071,united arab emirates
2-s2.0-84978829790,brazil
2-s2.0-84978829790,iran
2-s2.0-84978829790,united arab emirates
2-s2.0-85002323080,iran
2-s2.0-85002323080,united arab emirates
2-s2.0-84991628018,iran
2-s2.0-84991628018,united arab emirates
2-s2.0-84988362527,iran
2-s2.0-84988362527,united arab emirates
2-s2.0-84978225157,iran
2-s2.0-84978225157,malaysia
2-s2.0-84978225157,united arab emirates
2-s2.0-84992478762,germany
2-s2.0-84992478762,iran
2-s2.0-84992478762,united arab emirates
2-s2.0-84991735275,iran
2-s2.0-84991735275,united arab emirates
2-s2.0-84985905629,iran
2-s2.0-84985905629,united arab emirates
2-s2.0-84994300091,iran
2-s2.0-84994300091,united arab emirates
2-s2.0-84979790775,iran
2-s2.0-84979790775,united arab emirates
2-s2.0-85016103913,iran
2-s2.0-85016103913,united arab emirates
2-s2.0-84992223603,iran
2-s2.0-84992223603,united arab emirates
2-s2.0-85013756127,iran
2-s2.0-85013756127,united arab emirates
2-s2.0-84954508111,iran
2-s2.0-84954508111,united arab emirates
2-s2.0-84984870958,iran
2-s2.0-84984870958,united arab emirates
2-s2.0-84979967848,iran
2-s2.0-84979967848,united arab emirates
2-s2.0-85015899965,iran
2-s2.0-85015899965,united arab emirates
2-s2.0-84992312069,iran
2-s2.0-84992312069,malaysia
2-s2.0-84992312069,united arab emirates
2-s2.0-85028273149,canada
2-s2.0-85028273149,iran
2-s2.0-85028273149,turkey
2-s2.0-85028273149,united arab emirates
2-s2.0-84976597394,india
2-s2.0-84976597394,iran
2-s2.0-84976597394,united arab emirates
2-s2.0-84959377021,iran
2-s2.0-84959377021,united arab emirates
2-s2.0-84973887130,iran
2-s2.0-84973887130,united arab emirates
2-s2.0-84975318669,iran
2-s2.0-84975318669,united arab emirates
2-s2.0-84973345542,iran
2-s2.0-84973345542,united arab emirates
2-s2.0-84961641101,iran
2-s2.0-84961641101,united arab emirates
2-s2.0-84951824216,iran
2-s2.0-84951824216,united arab emirates
2-s2.0-84958206220,iran
2-s2.0-84958206220,united arab emirates
2-s2.0-84964755397,canada
2-s2.0-84964755397,iran
2-s2.0-84964755397,turkey
2-s2.0-84964755397,united arab emirates
2-s2.0-84969670159,iran
2-s2.0-84969670159,united arab emirates
2-s2.0-84938675717,iran
2-s2.0-84938675717,united arab emirates
2-s2.0-84947599369,canada
2-s2.0-84947599369,iran
2-s2.0-84947599369,turkey
2-s2.0-84947599369,united arab emirates
2-s2.0-84959450657,iran
2-s2.0-84959450657,united arab emirates
